[1.754236,8.256807,5.985868,5.121980,4.359594,3.236892,2.681463,1.398229,0.576566,0.175530];
[1.286158,7.539842,6.252186,6.339471,4.265392,3.430290,2.641212,1.855922,0.447115,-0.477752];
[1.385982,7.572963,5.946332,6.397130,5.090773,3.844531,0.726698,1.347606,0.472415,-0.539558];
[1.395789,7.962110,6.148974,5.809465,4.955983,3.172414,1.805278,1.324979,-0.338337,-0.256652];
[1.664317,8.707352,6.497171,6.830315,3.800416,2.709113,1.310539,1.082821,0.132299,-1.453662];
[1.298475,8.911732,6.097799,6.260994,4.207582,2.796949,1.689133,0.822314,-0.318129,-1.073914];
[1.668944,8.415964,5.733557,5.424660,4.639001,4.049936,1.920902,0.316454,-0.851195,-1.034472];
[0.726457,8.326927,6.081915,6.264850,4.825276,3.276821,2.731875,2.004726,0.368746,-0.613771];
[2.225804,9.006822,6.049703,5.484810,3.129053,3.072711,1.465881,0.650107,-0.320300,0.091088];
[0.686037,8.776240,6.366590,5.706832,5.306859,3.006494,1.658489,1.591281,0.334990,-0.408159];
