[-0.070760,6.958711,4.964100,5.645166,4.003522,4.037451,3.731322,3.284458,2.888371,2.343054];
[0.953818,7.532062,4.469831,3.793380,3.014230,3.460530,3.088746,3.774896,3.289177,2.670909];
[0.781635,7.307945,5.329140,4.517178,3.935483,2.738872,3.065987,3.157820,2.521418,2.402916];
[1.641261,7.651683,5.413060,4.159178,2.660275,2.067081,2.942153,2.725663,2.787219,3.105033];
[2.140350,7.216726,4.414968,3.848012,2.649488,2.983161,2.514351,2.952157,2.887669,2.617588];
[1.622511,9.218090,5.485973,4.687885,3.475805,2.747098,2.369292,2.681236,2.504188,2.401259];
[2.033801,6.561356,4.510998,4.427094,2.825917,2.928003,2.751393,2.688151,2.192405,2.427585];
[1.200501,7.752304,4.924521,4.566070,3.789591,4.113313,3.429827,2.804256,3.010516,1.932685];
[1.201953,7.228394,4.895003,4.340161,2.293387,3.011493,3.485808,3.521596,3.253832,2.816044];
[1.221457,7.865760,5.110405,4.116972,3.249550,2.403398,2.708317,3.432908,3.093891,2.284258];
